name,ingredients,steps,cost,dietary,prep_time
Wheat Flour Tofu Spinach Toss,"poha, paneer, spinach, green chili, turmeric, red chili, butter","1. Prepare the poha by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix spinach, green chili, turmeric and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",103,"Low-carb, High-protein, Gluten-free, Vegetarian",24
Millet Chickpea Chili Carrot Fry,"wheat flour, tofu, spinach, carrot, peas, coriander, green chili, mustard seeds, oil, salt","1. Prepare the wheat flour by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix spinach, carrot, peas and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",108,"Vegan, High-protein, Vegetarian, Dairy-free",26
Vermicelli Chickpea Spinach Stir,"millet, chickpeas, onion, tomato, carrot, turmeric, garam masala, mustard seeds, butter, cheese","1. Prepare the millet by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix onion, tomato, carrot and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",91,"High-protein, Gluten-free, Vegetarian",13
Millet Paneer Onion Mustard Mix,"vermicelli, chickpeas, carrot, spinach, capsicum, green chili, garam masala, oil","1. Prepare the vermicelli by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix carrot, spinach, capsicum and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",76,"Vegan, High-protein, Vegetarian, Dairy-free",14
Quinoa Fish Cabbage Chili Toss,"millet, paneer, onion, coriander, mustard seeds, milk","1. Prepare the millet by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix onion, coriander, mustard seeds and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",100,"High-protein, Gluten-free, Vegetarian",25
Semolina Fish Tomato Chili Stir,"quinoa, fish, cabbage, spinach, mustard seeds, red chili, green chili, milk","1. Prepare the quinoa by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix cabbage, spinach, mustard seeds and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",138,"Low-carb, Pescatarian, Gluten-free, High-protein",18
Quinoa Moong Dal Potato Curry,"semolina, fish, tomato, green chili, coriander, milk","1. Prepare the semolina by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix tomato, green chili, coriander and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",90,"Low-carb, Pescatarian, High-protein",10
Quinoa Egg Spiced Pea Stir,"quinoa, moong dal, potato, capsicum, green chili, garam masala, turmeric, milk, oil","1. Prepare the quinoa by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix potato, capsicum, green chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",150,"Gluten-free, Vegetarian",26
Oats Chicken Cabbage Chili Toss,"quinoa, egg, carrot, onion, tomato, mustard seeds, oil","1. Prepare the quinoa by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix carrot, onion, tomato and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",130,"High-protein, Low-carb, Gluten-free, Dairy-free, Non-vegetarian",27
Rice Chickpea Tomato Chili Stir,"oats, chicken, cabbage, green chili, cumin, mustard seeds, salt","1. Prepare the oats by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix cabbage, green chili, cumin and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",75,"High-protein, Low-carb, Gluten-free, Dairy-free, Non-vegetarian, Vegan",11
Poha Lentil Spinach Masala Fry,"rice, chickpeas, tomato, green chili, turmeric, salt","1. Prepare the rice by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix tomato, green chili, turmeric and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",148,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",11
Rice Kidney Bean Pea Cabbage Toss,"poha, lentils, carrot, cauliflower, green chili, mustard seeds, milk, butter","1. Prepare the poha by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix carrot, cauliflower, green chili and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",95,"Low-carb, High-protein, Gluten-free, Vegetarian",10
Quinoa Lentil Spinach Pea Stir,"semolina, paneer, onion, garam masala, green chili, garlic, lemon","1. Prepare the semolina by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix onion, garam masala, green chili and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",123,"Low-carb, High-protein, Vegetarian, Dairy-free",16
Semolina Chickpea Pea Coriander Mix,"poha, egg, capsicum, cauliflower, cabbage, red chili, coriander, garam masala, oil, milk","1. Prepare the poha by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix capsicum, cauliflower, cabbage and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",131,"Non-vegetarian, High-protein, Low-carb, Gluten-free",17
Wheat Flour Egg Veggie Butter Toss,"oats, moong dal, carrot, capsicum, potato, garam masala, cumin, salt","1. Prepare the oats by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix carrot, capsicum, potato and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",101,"Vegan, Gluten-free, Vegetarian, Dairy-free",14
Oats Chicken Coriander Stir,"rice, chickpeas, spinach, capsicum, cabbage, turmeric, coriander, cumin, ginger","1. Prepare the rice by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix spinach, capsicum, cabbage and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",135,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",12
Poha Chicken Spinach Cumin Fry,"rice, tofu, peas, onion, carrot, garam masala, cumin, turmeric, butter","1. Prepare the rice by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix peas, onion, carrot and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",90,"High-protein, Gluten-free, Vegetarian",14
Oats Kidney Bean Capsicum Toss,"quinoa, chicken, capsicum, garam masala, lemon, cheese","1. Prepare the quinoa by boiling or soaking. 2. Cook the chicken separately with spices. 3. Mix capsicum, garam masala, lemon and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",84,"Non-vegetarian, High-protein, Low-carb, Gluten-free",23
Vermicelli Egg Tomato Cabbage Mix,"vermicelli, chickpeas, potato, tomato, coriander, red chili, green chili, coconut","1. Prepare the vermicelli by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix potato, tomato, coriander and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",87,"Vegan, High-protein, Vegetarian, Dairy-free",20
Millet Paneer Pea Cauliflower Stir,"vermicelli, kidney beans, cabbage, potato, cumin, cheese, curd","1. Prepare the vermicelli by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix cabbage, potato, cumin and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",102,Vegetarian,30
Semolina Egg Tomato Spiced Toss,"vermicelli, moong dal, cauliflower, carrot, potato, cumin, mustard seeds, turmeric, lemon, milk","1. Prepare the vermicelli by boiling or soaking. 2. Cook the moong dal separately with spices. 3. Mix cauliflower, carrot, potato and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",150,Vegetarian,17
Millet Paneer Capsicum Chili Fry,"semolina, chickpeas, tomato, spinach, turmeric, ginger, butter","1. Prepare the semolina by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix tomato, spinach, turmeric and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",90,"Low-carb, High-protein, Vegetarian",13
Oats Chicken Tomato Onion Stir,"poha, fish, spinach, carrot, peas, red chili, butter","1. Prepare the poha by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix spinach, carrot, peas and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",98,"Low-carb, Pescatarian, Gluten-free, High-protein",25
Poha Kidney Bean Pea Cabbage Mix,"semolina, kidney beans, tomato, peas, potato, garam masala, salt, butter","1. Prepare the semolina by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix tomato, peas, potato and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",79,Vegetarian,21
Semolina Chickpea Onion Tomato Toss,"poha, kidney beans, onion, green chili, cumin, ginger, curd","1. Prepare the poha by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix onion, green chili, cumin and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",138,"Low-carb, Gluten-free, Vegetarian",19
Wheat Flour Paneer Veggie Stir,"oats, tofu, onion, spinach, green chili, coriander, cumin, ginger, oil","1. Prepare the oats by boiling or soaking. 2. Cook the tofu separately with spices. 3. Mix onion, spinach, green chili and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",110,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegan, Vegetarian",15
Wheat Flour Paneer Spinach Cauliflower Mix,"quinoa, paneer, carrot, cauliflower, green chili, cumin, coconut","1. Prepare the quinoa by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix carrot, cauliflower, green chili and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",113,"High-protein, Low-carb, Gluten-free, Dairy-free, Vegetarian",28
Oats Kidney Bean Cabbage Chili Toss,"semolina, egg, potato, cumin, mustard seeds, turmeric, salt","1. Prepare the semolina by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix potato, cumin, mustard seeds and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",146,"Non-vegetarian, High-protein, Dairy-free",17
Rice Kidney Bean Spinach Tomato Stir,"poha, lentils, capsicum, cumin, green chili, salt, milk","1. Prepare the poha by boiling or soaking. 2. Cook the lentils separately with spices. 3. Mix capsicum, cumin, green chili and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",89,"Low-carb, High-protein, Gluten-free, Vegetarian",28
Vermicelli Egg Spiced Pea Toss,"millet, egg, peas, tomato, onion, coriander, garam masala, lemon, butter","1. Prepare the millet by boiling or soaking. 2. Cook the egg separately with spices. 3. Mix peas, tomato, onion and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",85,"Non-vegetarian, High-protein, Gluten-free",20
Poha Tofu Spiced Cabbage Stir,"oats, kidney beans, potato, peas, spinach, red chili, curd","1. Prepare the oats by boiling or soaking. 2. Cook the kidney beans separately with spices. 3. Mix potato, peas, spinach and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",122,"Gluten-free, Vegetarian",22
Rice Chickpea Pea Capsicum Mix,"millet, chickpeas, cabbage, turmeric, salt","1. Prepare the millet by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix cabbage, turmeric, salt and sauté for a few minutes. 4. Combine everything, add lemon juice, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",75,"High-protein, Gluten-free, Dairy-free, Vegan, Vegetarian",23
Quinoa Kidney Bean Spinach Chili Toss,"wheat flour, paneer, cabbage, mustard seeds, green chili, coconut","1. Prepare the wheat flour by boiling or soaking. 2. Cook the paneer separately with spices. 3. Mix cabbage, mustard seeds, green chili and sauté for a few minutes. 4. Combine everything, add spices, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",76,"High-protein, Vegetarian, Dairy-free",21
Poha Tofu Chili Stir,"wheat flour, chickpeas, capsicum, cauliflower, cabbage, mustard seeds, cheese, curd","1. Prepare the wheat flour by boiling or soaking. 2. Cook the chickpeas separately with spices. 3. Mix capsicum, cauliflower, cabbage and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",105,"High-protein, Vegetarian",24
Oats Paneer Cauliflower Masala Mix,"wheat flour, fish, potato, cabbage, onion, garam masala, green chili, lemon, ginger","1. Prepare the wheat flour by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix potato, cabbage, onion and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",97,"Vegan, Pescatarian, Dairy-free, High-protein",30
Oats Lentil Spiced Chili Stir,"quinoa, fish, potato, turmeric, cumin, mustard seeds, milk, butter","1. Prepare the quinoa by boiling or soaking. 2. Cook the fish separately with spices. 3. Mix potato, turmeric, cumin and sauté for a few minutes. 4. Combine everything, add salt, and simmer for 5 minutes. 5. Serve hot with garnish if desired.",145,"Pescatarian, Gluten-free, High-protein",27
